,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_optimizer__lr,param_optimizer__weight_decay,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,outer_fold
7,0.05443439483642578,0.0015710257657192194,0.0018984317779541016,0.00034057206014446474,0.001,0.05,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.05}",-209.08192443847656,-214.00912475585938,-219.8317413330078,-223.46142578125,-228.1952667236328,-218.9158966064453,6.758561021519475,8,23
8,0.07131567001342773,0.015436460897992351,0.002024936676025391,0.0006180691876828591,0.01,0.0001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.0001}",-86.25836944580078,-85.84405517578125,-87.13543701171875,-87.55541229248047,-88.617919921875,-87.08223876953124,0.9794793629139521,1,23
9,0.06058907508850098,0.005113156666843881,0.001501178741455078,0.00047294366087897977,0.01,0.001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.001}",-86.25838470458984,-85.84405517578125,-87.13543701171875,-87.55541229248047,-88.617919921875,-87.08224182128906,0.9794767960050326,2,23
10,0.06301178932189941,0.005957543625614389,0.0021221160888671873,0.00022146257131577996,0.01,0.01,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.01}",-86.25839233398438,-85.84407043457031,-87.13545989990234,-87.55543518066406,-88.61793518066406,-87.08225860595704,0.9794788994653192,3,23
11,0.07019081115722656,0.014654476261371948,0.0022774696350097655,0.0009683894313248225,0.01,0.05,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.05}",-86.25849151611328,-85.84416961669922,-87.13554382324219,-87.55553436279297,-88.6180419921875,-87.08235626220703,0.9794811260824415,4,23
0,0.05641217231750488,0.003107980502952088,0.0015099525451660156,0.00043920549934485173,0.0001,0.0001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.0001}",-302.6230773925781,-312.65093994140625,-319.49591064453125,-327.58740234375,-338.0071105957031,-320.07288818359376,12.149225259437188,9,24
1,0.05607337951660156,0.0017468083491205886,0.0012789726257324218,0.0003925752743734201,0.0001,0.001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.001}",-302.6230773925781,-312.65093994140625,-319.49591064453125,-327.58740234375,-338.0071105957031,-320.07288818359376,12.149225259437188,9,24
2,0.07010812759399414,0.011868611737109902,0.001786947250366211,0.000569558083235109,0.0001,0.01,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.01}",-302.6230773925781,-312.65093994140625,-319.4959411621094,-327.58740234375,-338.0071105957031,-320.07289428710936,12.149224969581919,12,24
3,0.07623538970947266,0.005550169065150944,0.0020135879516601563,0.0006171159481568334,0.0001,0.05,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.05}",-302.6230773925781,-312.65093994140625,-319.4959411621094,-327.58740234375,-338.007080078125,-320.07288818359376,12.149215959810858,9,24
4,0.06123342514038086,0.007676516436224966,0.0015531063079833984,0.0004869367671060572,0.001,0.0001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.0001}",-209.0341796875,-214.82835388183594,-218.75030517578125,-223.4393768310547,-229.3581085205078,-219.08206481933593,6.982082195725441,6,24
5,0.0567507266998291,0.0012621314043663458,0.0014781951904296875,0.000575037203509296,0.001,0.001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.001}",-209.0341796875,-214.82835388183594,-218.75030517578125,-223.4393768310547,-229.3581085205078,-219.08206481933593,6.982082195725441,6,24
6,0.06140494346618652,0.0021005734548013976,0.0019197463989257812,0.0005025227070256864,0.001,0.01,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.01}",-209.03419494628906,-214.82835388183594,-218.75030517578125,-223.4393768310547,-229.3581085205078,-219.08206787109376,6.9820778039548905,8,24
7,0.06715846061706543,0.0072247307914968,0.0016015052795410156,0.0004889501659433621,0.001,0.05,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.05}",-209.03421020507812,-214.828369140625,-218.75025939941406,-223.4393768310547,-229.35809326171875,-219.08206176757812,6.982067496510158,5,24
8,0.055536413192749025,0.0023967921884974503,0.0016803741455078125,0.0004924168990926451,0.01,0.0001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.0001}",-86.25823974609375,-86.46685791015625,-86.35982513427734,-87.68055725097656,-88.75238800048828,-87.10357360839843,0.9720758237164192,1,24
9,0.059885501861572266,0.002328297187977542,0.0021049022674560548,0.00034331658145866077,0.01,0.001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.001}",-86.25824737548828,-86.46685791015625,-86.35983276367188,-87.6805648803711,-88.75238800048828,-87.10357818603515,0.9720742350190281,2,24
10,0.05582318305969238,0.0014828065776835832,0.0012688636779785156,0.000427183477675345,0.01,0.01,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.01}",-86.25826263427734,-86.46687316894531,-86.35984802246094,-87.68058013916016,-88.75240325927734,-87.10359344482421,0.9720742350190281,3,24
11,0.06263518333435059,0.005519204091259949,0.0019449234008789063,0.00044971658837464004,0.01,0.05,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.05}",-86.25836181640625,-86.46696472167969,-86.35993957519531,-87.68067932128906,-88.75251007080078,-87.10369110107422,0.9720789901215009,4,24
0,0.054802894592285156,0.0019530690441740138,0.0013051033020019531,0.00047090418047293707,0.0001,0.0001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.0001}",-302.6260070800781,-310.7434997558594,-321.7317199707031,-327.8891296386719,-338.2148132324219,-320.24103393554685,12.524093432784339,9,25
1,0.054276561737060545,0.0017869034285258546,0.0012314319610595703,0.00038688314403790484,0.0001,0.001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.001}",-302.6260070800781,-310.7434997558594,-321.7317199707031,-327.8891296386719,-338.2148132324219,-320.24103393554685,12.524093432784339,9,25
2,0.05445828437805176,0.0011720653720945164,0.0016001224517822265,0.0004902564226348501,0.0001,0.01,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.01}",-302.6260070800781,-310.7434997558594,-321.7317199707031,-327.8891296386719,-338.2148132324219,-320.24103393554685,12.524093432784339,9,25
3,0.0708580493927002,0.009251794519947915,0.0021010875701904298,0.000669906071317579,0.0001,0.05,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.05}",-302.6259765625,-310.7434997558594,-321.73175048828125,-327.8891296386719,-338.21484375,-320.2410400390625,12.524111503182699,12,25
4,0.070440673828125,0.010639811948731781,0.0018536567687988282,0.00029658605807281923,0.001,0.0001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.0001}",-209.065185546875,-213.4560546875,-220.34814453125,-223.46192932128906,-229.6267547607422,-219.19161376953124,7.265074154513736,5,25
5,0.058719968795776366,0.005153859836919186,0.0018520832061767578,0.00043014426293008047,0.001,0.001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.001}",-209.06520080566406,-213.4560546875,-220.34812927246094,-223.46192932128906,-229.6267547607422,-219.19161376953124,7.265069415013193,5,25
6,0.05886836051940918,0.00521231707578153,0.001451253890991211,0.0004562637720797014,0.001,0.01,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.01}",-209.06521606445312,-213.45606994628906,-220.34812927246094,-223.46316528320312,-229.62677001953125,-219.1918701171875,7.265212447073462,7,25
7,0.05645575523376465,0.0016646691125283821,0.0014690399169921876,0.000532185423452068,0.001,0.05,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.05}",-209.06524658203125,-213.45611572265625,-220.34815979003906,-223.4632110595703,-229.62681579589844,-219.19190979003906,7.265216215097281,8,25
8,0.0645749568939209,0.01803212707335484,0.0015223503112792968,0.00045914880977995895,0.01,0.0001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.0001}",-86.2583236694336,-85.82347106933594,-87.27403259277344,-87.5552749633789,-88.71886444091797,-87.12599334716796,1.0191027033100097,1,25
9,0.05576601028442383,0.0014466617120727145,0.0012587547302246095,0.00038776102172806165,0.01,0.001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.001}",-86.25833129882812,-85.82347106933594,-87.27403259277344,-87.5552749633789,-88.7188720703125,-87.12599639892578,1.0191037891435921,2,25
10,0.06835403442382812,0.010206149431733914,0.00182952880859375,0.0003398292541045719,0.01,0.01,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.01}",-86.25834655761719,-85.82350158691406,-87.27405548095703,-87.5552978515625,-88.71888732910156,-87.12601776123047,1.0191007530762335,3,25
11,0.05688652992248535,0.002295733622789281,0.0019373893737792969,0.00018581163854907841,0.01,0.05,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.05}",-86.2584457397461,-85.8235855102539,-87.2741470336914,-87.5553970336914,-88.71898651123047,-87.12611236572266,1.0191044318961393,4,25
0,0.07225522994995118,0.026364328900735725,0.001750612258911133,0.0003987806458819387,0.0001,0.0001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.0001}",-302.09832763671875,-311.8202819824219,-322.6206970214844,-330.2510070800781,-336.90643310546875,-320.7393493652344,12.50938169706174,9,26
1,0.05459280014038086,0.001465110063869274,0.0018027782440185546,0.00040121645205960804,0.0001,0.001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.001}",-302.09832763671875,-311.8202819824219,-322.6206970214844,-330.2510070800781,-336.90643310546875,-320.7393493652344,12.50938169706174,9,26
2,0.05358390808105469,0.0014049769772895592,0.0012398242950439453,0.0004790792539238936,0.0001,0.01,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.01}",-302.09832763671875,-311.8202819824219,-322.6207275390625,-330.2510070800781,-336.90643310546875,-320.73935546875,12.509382615005503,11,26
3,0.07022204399108886,0.010222414204697059,0.001429605484008789,0.00046950894668041764,0.0001,0.05,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.05}",-302.09832763671875,-311.8202819824219,-322.6207275390625,-330.2510070800781,-336.9064636230469,-320.73936157226564,12.509390503168923,12,26
4,0.0674361228942871,0.012836464716630814,0.0020314693450927735,0.0006842107554768525,0.001,0.0001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.0001}",-208.65805053710938,-214.17236328125,-220.7696990966797,-224.92967224121094,-228.74607849121094,-219.45517272949218,7.245757070874803,6,26
5,0.056757354736328126,0.004639238505083105,0.0015833854675292968,0.0004987907314851203,0.001,0.001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.001}",-208.65805053710938,-214.17236328125,-220.7696990966797,-224.92965698242188,-228.74607849121094,-219.45516967773438,7.245754765134971,5,26
6,0.06280231475830078,0.0033970830000175306,0.0016257762908935547,0.0005495764320577663,0.001,0.01,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.01}",-208.6580352783203,-214.17237854003906,-220.76971435546875,-224.9296875,-228.74609375,-219.45518188476564,7.245766165912976,7,26
7,0.06275944709777832,0.006106920759099021,0.0018824100494384765,0.0005541728256705887,0.001,0.05,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.05}",-208.65806579589844,-214.17239379882812,-220.76971435546875,-224.92967224121094,-228.74607849121094,-219.45518493652344,7.245748626999889,8,26
8,0.05742526054382324,0.0025119775746387588,0.0014350414276123047,0.0007501777453621339,0.01,0.0001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.0001}",-86.2497329711914,-85.93832397460938,-87.275146484375,-87.65904998779297,-88.686767578125,-87.16180419921875,0.9914021323226936,1,26
9,0.057818365097045896,0.003256335963685094,0.0015631675720214843,0.0005229288693436524,0.01,0.001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.001}",-86.2497329711914,-85.9383316040039,-87.275146484375,-87.65904998779297,-88.686767578125,-87.16180572509765,0.9914002492525221,2,26
10,0.060654497146606444,0.0040213431134975865,0.0018718242645263672,0.0005704786178091686,0.01,0.01,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.01}",-86.249755859375,-85.93834686279297,-87.2751693725586,-87.65906524658203,-88.6867904663086,-87.16182556152344,0.9914013670101413,3,26
11,0.054950380325317384,0.002089345088122266,0.0012835025787353515,0.0004332444542331972,0.01,0.05,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.05}",-86.2498550415039,-85.93844604492188,-87.27526092529297,-87.65916442871094,-88.6868896484375,-87.16192321777343,0.9914011925658699,4,26
0,0.059195327758789065,0.00274064837198311,0.0017438888549804687,0.0004085763712373587,0.0001,0.0001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.0001}",-302.20263671875,-312.5008850097656,-321.73046875,-327.8946838378906,-338.5638427734375,-320.57850341796876,12.499970783089228,10,27
1,0.05604982376098633,0.0025450406900217122,0.0012012004852294921,0.0003999280008252099,0.0001,0.001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.001}",-302.20263671875,-312.5008850097656,-321.73046875,-327.8946838378906,-338.5638427734375,-320.57850341796876,12.499970783089228,10,27
2,0.0581453800201416,0.0052873093280081315,0.001821756362915039,0.0002807118521207468,0.0001,0.01,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.01}",-302.2026062011719,-312.5008850097656,-321.73046875,-327.8946838378906,-338.5638427734375,-320.5784973144531,12.499979755704102,9,27
3,0.06913633346557617,0.012922156207805884,0.002199697494506836,0.00024462812337267074,0.0001,0.05,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.05}",-302.2026062011719,-312.5008850097656,-321.73046875,-327.89471435546875,-338.5638427734375,-320.57850341796876,12.49998332807204,10,27
4,0.06969056129455567,0.0053316483265043275,0.001966714859008789,0.0008473736413238298,0.001,0.0001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.0001}",-208.69992065429688,-214.6333770751953,-220.34140014648438,-223.51290893554688,-229.6668243408203,-219.37088623046876,7.216898090549668,6,27
5,0.05829377174377441,0.003791142265094819,0.0014638900756835938,0.00045288536343943906,0.001,0.001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.001}",-208.69992065429688,-214.63336181640625,-220.34140014648438,-223.51290893554688,-229.6668243408203,-219.37088317871093,7.216900093868408,5,27
6,0.05566277503967285,0.00202244342383435,0.0016456127166748046,0.000439490112471692,0.001,0.01,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.01}",-208.69992065429688,-214.63339233398438,-220.34141540527344,-223.51290893554688,-229.6668243408203,-219.3708923339844,7.216896497631168,7,27
7,0.05738940238952637,0.0023751542720159002,0.0013015270233154297,0.00040109678457338335,0.001,0.05,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.05}",-208.69993591308594,-214.63343811035156,-220.3414306640625,-223.51300048828125,-229.66818237304688,-219.37119750976564,7.217284388919255,8,27
8,0.07142257690429688,0.012790091019570925,0.0018796443939208985,0.00044956460158195613,0.01,0.0001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.0001}",-86.23518371582031,-85.805908203125,-87.27386474609375,-87.55535125732422,-88.70252990722656,-87.11456756591797,1.022467166736832,1,27
9,0.07256588935852051,0.009718573802357834,0.002063608169555664,0.000539047516377236,0.01,0.001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.001}",-86.23518371582031,-85.805908203125,-87.27386474609375,-87.55535125732422,-88.70252990722656,-87.11456756591797,1.022467166736832,1,27
10,0.05927376747131348,0.001436483540626624,0.0014396190643310546,0.00046304564619779464,0.01,0.01,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.01}",-86.2352066040039,-85.8059310913086,-87.27388763427734,-87.55537414550781,-88.70255279541016,-87.11459045410156,1.022467166736832,3,27
11,0.07289247512817383,0.013048540194014026,0.0020386695861816405,0.0006375307348472982,0.01,0.05,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.05}",-86.23529815673828,-85.80601501464844,-87.27397918701172,-87.55546569824219,-88.70264434814453,-87.11468048095703,1.0224691197173594,4,27
0,0.05878958702087402,0.007622292863582276,0.0015134334564208985,0.0004290808881251425,0.0001,0.0001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.0001}",-302.61962890625,-312.6478576660156,-319.49249267578125,-327.9865417480469,-335.8543395996094,-319.7201721191406,11.585700453216178,9,28
1,0.05540471076965332,0.0033533411500244856,0.0021238803863525392,0.0006727778486085256,0.0001,0.001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.001}",-302.61962890625,-312.6478576660156,-319.49249267578125,-327.9865417480469,-335.8543395996094,-319.7201721191406,11.585700453216178,9,28
2,0.0543731689453125,0.002531998209575173,0.0012352943420410156,0.00041006779652687854,0.0001,0.01,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.01}",-302.61962890625,-312.6478576660156,-319.49249267578125,-327.9865417480469,-335.8543701171875,-319.7201782226563,11.585708952933746,11,28
3,0.07274622917175293,0.006406168253661639,0.0023369789123535156,0.0006560506296920915,0.0001,0.05,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.05}",-302.61962890625,-312.6478576660156,-319.49249267578125,-327.9865417480469,-335.8543701171875,-319.7201782226563,11.585708952933746,11,28
4,0.06860995292663574,0.009338596890406788,0.0021824359893798826,0.00018830578908924793,0.001,0.0001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.0001}",-209.0090789794922,-214.80123901367188,-218.7221221923828,-223.46755981445312,-228.20068359375,-218.84013671875,6.663470577392219,5,28
5,0.057566595077514646,0.003920263519313885,0.0018076896667480469,0.0004788978395703892,0.001,0.001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.001}",-209.00909423828125,-214.80123901367188,-218.7221221923828,-223.46754455566406,-228.20068359375,-218.84013671875,6.6634639556540884,5,28
6,0.054640340805053714,0.0021727676685986204,0.00159912109375,0.000491482223523156,0.001,0.01,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.01}",-209.00909423828125,-214.80125427246094,-218.7221221923828,-223.4675750732422,-228.20066833496094,-218.84014282226562,6.663462057499546,7,28
7,0.05378975868225098,0.0018969848078970771,0.002012205123901367,2.3775676425002865e-05,0.001,0.05,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.05}",-209.00912475585938,-214.80126953125,-218.72216796875,-223.46759033203125,-228.20069885253906,-218.84017028808594,6.66346173391429,8,28
8,0.05559463500976562,0.0034274593959419328,0.001980447769165039,0.00034163885290084263,0.01,0.0001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.0001}",-86.25825500488281,-86.46687316894531,-86.35984802246094,-87.65672302246094,-88.64037322998047,-87.0764144897461,0.931355786020572,1,28
9,0.05731844902038574,0.0026020067901378705,0.001628732681274414,0.0005151886578012681,0.01,0.001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.001}",-86.25826263427734,-86.46687316894531,-86.35984802246094,-87.65672302246094,-88.64037322998047,-87.076416015625,0.9313544455999074,2,28
10,0.06148638725280762,0.004999946621070845,0.0016644001007080078,0.00030915868707687177,0.01,0.01,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.01}",-86.2582778930664,-86.4668960571289,-86.35987091064453,-87.65674591064453,-88.64039611816406,-87.0764373779297,0.931355786020572,3,28
11,0.05334877967834473,0.002398466077869452,0.0012897968292236329,0.0005713032020305106,0.01,0.05,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.05}",-86.25838470458984,-86.46698760986328,-86.3599624633789,-87.6568374633789,-88.64049530029297,-87.07653350830078,0.9313556674897914,4,28
0,0.05676989555358887,0.005171315258663547,0.001875019073486328,0.0004608856620936194,0.0001,0.0001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.0001}",-302.6246643066406,-311.2154235839844,-322.8511047363281,-328.61724853515625,-336.90533447265625,-320.4427551269531,12.216931013311607,10,29
1,0.054326343536376956,0.0010734716541663757,0.0018261909484863282,0.00034983695536361517,0.0001,0.001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.001}",-302.6246643066406,-311.2154235839844,-322.8511047363281,-328.61724853515625,-336.90533447265625,-320.4427551269531,12.216931013311607,10,29
2,0.053918075561523435,0.0019697149910106572,0.0014628887176513672,0.0005029915898774078,0.0001,0.01,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.01}",-302.6246643066406,-311.2154235839844,-322.8511047363281,-328.61724853515625,-336.90533447265625,-320.4427551269531,12.216931013311607,10,29
3,0.055199289321899415,0.0036712975664785594,0.0015024185180664063,0.00044826179226771745,0.0001,0.05,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.05}",-302.6246643066406,-311.21539306640625,-322.8511047363281,-328.61724853515625,-336.90533447265625,-320.4427490234375,12.216935623244009,9,29
4,0.06955242156982422,0.008855727416526538,0.001566314697265625,0.0005281990353405541,0.001,0.0001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.0001}",-209.05325317382812,-213.81295776367188,-220.87570190429688,-224.0207061767578,-228.72718811035156,-219.29796142578124,7.05327174026956,5,29
5,0.07149505615234375,0.012933798078556972,0.0018364429473876954,0.0004233509118252028,0.001,0.001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.001}",-209.05325317382812,-213.81297302246094,-220.87570190429688,-224.0207061767578,-228.7271728515625,-219.29796142578124,7.053265287293565,5,29
6,0.05247039794921875,0.000843249950581529,0.0013193130493164063,0.0006225956629371044,0.001,0.01,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.01}",-209.05325317382812,-213.81298828125,-220.87570190429688,-224.02073669433594,-228.7271728515625,-219.2979705810547,7.053267000906014,7,29
7,0.05427451133728027,0.001262190258181111,0.0012337684631347657,0.0003881296124145764,0.001,0.05,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.05}",-209.05331420898438,-213.8130645751953,-220.87576293945312,-224.0207977294922,-228.72714233398438,-219.2980163574219,7.0532401491927335,8,29
8,0.052440643310546875,0.001730419696464848,0.001266145706176758,0.00037980271522722184,0.01,0.0001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.0001}",-86.25833129882812,-85.71623992919922,-87.08451080322266,-87.63932037353516,-88.68682098388672,-87.07704467773438,1.0420816299506928,1,29
9,0.05429320335388184,0.0036688079931190623,0.0011455059051513673,0.0002871128989002598,0.01,0.001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.001}",-86.25833129882812,-85.71625518798828,-87.08451080322266,-87.63932037353516,-88.68682098388672,-87.0770477294922,1.0420776448158267,2,29
10,0.051215744018554686,0.004010798743617715,0.0012975692749023437,0.00039996635246022867,0.01,0.01,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.01}",-86.25835418701172,-85.71627044677734,-87.08452606201172,-87.63934326171875,-88.68684387207031,-87.07706756591797,1.0420796264550258,3,29
11,0.052974367141723634,0.0017055351977113401,0.0016790866851806641,0.0005731776546809852,0.01,0.05,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.05}",-86.2584457397461,-85.71636962890625,-87.08462524414062,-87.63943481445312,-88.68693542480469,-87.07716217041016,1.0420776448158267,4,29
0,0.05825419425964355,0.0044149191074069685,0.00112762451171875,0.0002136335625785078,0.0001,0.0001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.0001}",-303.29083251953125,-311.59918212890625,-321.1310119628906,-327.891845703125,-339.47833251953125,-320.67824096679686,12.573271802931785,9,30
1,0.05093040466308594,0.0015076785078113801,0.001562356948852539,0.0004592358242497249,0.0001,0.001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.001}",-303.29083251953125,-311.59918212890625,-321.13104248046875,-327.891845703125,-339.4783630371094,-320.6782531738281,12.573281148964968,11,30
2,0.06010770797729492,0.01081285045146036,0.0017418384552001954,0.0006321600785593696,0.0001,0.01,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.01}",-303.29083251953125,-311.59918212890625,-321.1310119628906,-327.891845703125,-339.47833251953125,-320.67824096679686,12.573271802931785,9,30
3,0.06268916130065919,0.008722959624386375,0.002009010314941406,0.0005191443674013717,0.0001,0.05,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.05}",-303.29083251953125,-311.5992126464844,-321.13104248046875,-327.891845703125,-339.47833251953125,-320.6782531738281,12.57326761543147,11,30
4,0.05718679428100586,0.010005884911793507,0.001428079605102539,0.0005253629514022816,0.001,0.0001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.0001}",-209.42572021484375,-214.07208251953125,-219.87686157226562,-223.48143005371094,-230.28443908691406,-219.42810668945313,7.255694239154269,6,30
5,0.05478310585021973,0.004965165102927642,0.001301145553588867,0.0004004131003630399,0.001,0.001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.001}",-209.4257049560547,-214.07208251953125,-219.87686157226562,-223.48143005371094,-230.28443908691406,-219.4281036376953,7.255698446177034,5,30
6,0.05459728240966797,0.0023818732805512537,0.0013353347778320313,0.0004800012846220397,0.001,0.01,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.01}",-209.4257354736328,-214.0720672607422,-219.8768768310547,-223.4814453125,-230.28443908691406,-219.42811279296876,7.255694178478406,7,30
7,0.058177852630615236,0.005861232937667536,0.0017002105712890625,0.0004878289858836485,0.001,0.05,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.05}",-209.42576599121094,-214.07208251953125,-219.8768768310547,-223.48153686523438,-230.2844696044922,-219.4281463623047,7.255702873155601,8,30
8,0.05448703765869141,0.003521515634352745,0.001325702667236328,0.0004572348371185478,0.01,0.0001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.0001}",-86.2131576538086,-85.87608337402344,-87.14302825927734,-87.55538177490234,-88.71467590332031,-87.1004653930664,1.010035884130808,1,30
9,0.05139703750610351,0.0011432572706795612,0.0012004852294921875,0.00040004569899331513,0.01,0.001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.001}",-86.2131576538086,-85.87608337402344,-87.14303588867188,-87.55538177490234,-88.71467590332031,-87.10046691894532,1.0100359484358838,2,30
10,0.05699453353881836,0.004873804183666763,0.0014531612396240234,0.0005528377914485027,0.01,0.01,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.01}",-86.21318054199219,-85.87610626220703,-87.14305114746094,-87.55540466308594,-88.71469116210938,-87.1004867553711,1.010033445516375,3,30
11,0.05229387283325195,0.002547785552246585,0.001499032974243164,0.0006293627245709049,0.01,0.05,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.05}",-86.21327209472656,-85.87620544433594,-87.14315032958984,-87.55549621582031,-88.71479034423828,-87.10058288574218,1.0100340987412455,4,30
