,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_initializer,param_ms_lower,param_p_xo,param_tournament_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,outer_fold
14,1.6431246757507325,0.08981440812600035,0.06274337768554687,0.03406003840507117,rhh,2,0.9,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-16.972935276924897,-9.770038995462087,-11.753601423804655,-14.404960635264803,-8.926999266377198,-12.365707119566727,2.9773136982221247,3,2
15,1.3382518291473389,0.06800369781405721,0.3983161449432373,0.26576963210027676,rhh,2,0.9,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-17.91682873810285,-14.080750859747434,-14.668728012722333,-18.2934783672297,-13.473287552155496,-15.686614705991563,2.0141152837028278,13,2
0,1.6271382808685302,0.0601603850981557,0.0063229560852050785,0.0015408752030196832,grow,1,0.7,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-12.248426763176708,-12.526431071976214,-11.878200741059498,-15.346219779455705,-10.876327393866301,-12.575121149906886,1.493966923497822,7,3
1,1.3815784931182862,0.11864012966754837,0.015977001190185545,0.0027252497589949094,grow,1,0.7,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-13.926381730412336,-14.013625706450288,-13.67006954015704,-16.871645977448765,-12.759407173652797,-14.248226025624245,1.3850487211229292,11,3
2,1.7086734771728516,0.09713375732603552,0.08525471687316895,0.024221517946478376,grow,1,0.9,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-14.698534910403039,-14.693049561551492,-14.6420417502491,-17.728117178314236,-13.677423874556595,-15.087833455014891,1.375971747353921,14,3
3,1.2969916820526124,0.04664100740743162,0.11104116439819336,0.1658572796675797,grow,1,0.9,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-16.19713249654134,-16.348458875600553,-16.682499604201887,-19.338398846164182,-15.667713112547643,-16.846840587011123,1.288077408505372,16,3
4,1.6056010246276855,0.05923605784665694,0.004115104675292969,0.0008289749607695177,grow,2,0.7,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-11.36777170148784,-11.048068731254068,-9.542730440441586,-13.29167777971803,-8.415992535618289,-10.733248237703963,1.6633881269955468,2,3
5,1.3797304153442382,0.053362985889229254,0.025443553924560547,0.009534655640535272,grow,2,0.7,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-11.239258156551903,-11.828375984464113,-9.929727196981585,-13.679612839242555,-8.760433768091758,-11.087481589066382,1.6761057152341992,3,3
6,1.6330381870269775,0.0554396481578651,0.03933405876159668,0.02914720267102047,grow,2,0.9,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-12.196599481265904,-12.147459721961521,-11.112951322542644,-14.680237232934772,-10.043786113478822,-12.036206774436732,1.5395545345239583,6,3
7,1.2855538845062255,0.05368763161035191,0.22442374229431153,0.09469738060197765,grow,2,0.9,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-14.382194491747141,-14.755932853955617,-14.4675171623173,-17.442823498180854,-13.473419013293269,-14.904377403898835,1.339918515287094,13,3
8,1.6139384746551513,0.04848601553940408,0.004052257537841797,0.0006395829547774676,rhh,1,0.7,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-12.614447764447347,-12.530109692366773,-11.8208529660425,-15.289230990014097,-10.808610035667433,-12.61265028970763,1.4867686212950935,8,3
9,1.4509933948516847,0.06622336186546242,0.007414531707763672,0.0004934279808901916,rhh,1,0.7,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-13.625616309035774,-13.619782552925074,-13.270087370738112,-16.528956723139732,-12.359039175728881,-13.880696426313515,1.402477003184761,9,3
10,1.6916268348693848,0.05418527606901344,0.09533281326293945,0.0826786145413676,rhh,1,0.9,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-13.80801848262704,-13.763537802627887,-13.539626338178046,-17.231257075500924,-12.758571009351352,-14.220202141657051,1.5520591801309753,10,3
11,1.3069853782653809,0.0553590841819897,0.336619234085083,0.21935510442289582,rhh,1,0.9,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-15.652691178317482,-16.080869937576217,-16.187338188799636,-18.847526415035517,-15.42268529091518,-16.438222202128806,1.2364274687067107,15,3
12,1.6480977058410644,0.10962614924315532,0.005210494995117188,0.0023185112988675003,rhh,2,0.7,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-11.328515456328407,-10.92712599860604,-8.8543509294499,-12.700406427940125,-7.619384088257136,-10.285956580116322,1.8159129326370014,1,3
13,1.5147584438323975,0.08419972395882763,0.022341108322143553,0.004265543952500861,rhh,2,0.7,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-11.948453911642947,-11.626155512160572,-10.515374611670707,-14.184545836030301,-9.41611357856869,-11.538128690014643,1.5955320904087906,5,3
14,1.702969455718994,0.04142970331968257,0.06729216575622558,0.022149276230285668,rhh,2,0.9,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-11.553964949030982,-11.75388415322255,-10.513825601593943,-14.194355548665033,-9.583103603571677,-11.519826771216838,1.5473840787619932,4,3
15,1.2957694053649902,0.042666415120986824,0.2628643989562988,0.15572781324896087,rhh,2,0.9,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-14.076361996685524,-14.21787064054184,-13.926105435960597,-17.732010045050437,-13.031377511902289,-14.596745126028136,1.621379903092225,12,3
0,1.6410149574279784,0.08872360731801222,0.006154441833496093,0.002014134116302486,grow,1,0.7,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-16.89668988129306,-12.955533002542749,-10.423093884131042,-15.677841813049167,-10.894534908212197,-13.369538697845641,2.5592045739745632,7,4
1,1.510246992111206,0.05195400596097095,0.019740581512451172,0.0029063159975413018,grow,1,0.7,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-17.774312428159465,-14.428149193908617,-12.285367938123656,-17.36813238112067,-12.759407173652797,-14.923073822993041,2.2799898696827894,10,4
2,1.6351336002349854,0.11220934795058402,0.0984267234802246,0.02957668285923934,grow,1,0.9,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-18.151729744916654,-15.65250929858734,-12.77755976584125,-17.815387897742486,-13.284516245813219,-15.53634059058019,2.2239333058460646,13,4
3,1.2617508888244628,0.05819845956509351,0.5405194759368896,0.26068428126166726,grow,1,0.9,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-19.24419451738619,-17.00561554808692,-15.220199149257066,-20.11056622718389,-15.907533475086392,-17.497621783400096,1.8886555959059466,16,4
4,1.7084351062774659,0.0662643492575598,0.007932138442993165,0.003122947446941694,grow,2,0.7,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-16.66786151767996,-11.671623431034073,-8.7469854837513,-13.011466787586546,-8.788936385373018,-11.777374721084978,2.951780828168651,2,4
5,1.4835191726684571,0.038190690676648265,0.015193605422973632,0.007821438953899593,grow,2,0.7,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-16.09542460765233,-12.463239353754654,-9.744997823349777,-15.028009663546667,-9.984435852918214,-12.66322146024433,2.5730975908200193,5,4
6,1.6617804527282716,0.07870224434147975,0.01956934928894043,0.005134083925053882,grow,2,0.9,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-16.810361937383114,-11.92526488678911,-10.533245044982557,-15.792291081650276,-10.871879668079908,-13.186608523776993,2.604245210866048,6,4
7,1.2818284988403321,0.062175892568312435,0.2980942249298096,0.058939794496733366,grow,2,0.9,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-17.950971802039874,-14.449696363783016,-12.977405149381687,-17.954250200163212,-13.06497762190529,-15.279460227454615,2.2442537447206172,12,4
8,1.5970354557037354,0.05684406646779497,0.00330204963684082,0.0005968414802736743,rhh,1,0.7,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-17.13118658907412,-13.023066770243407,-10.423784477141112,-15.648618257384607,-11.065984958224213,-13.45852821041349,2.5848974210322346,8,4
9,1.4431207656860352,0.09610569734769303,0.012626934051513671,0.0023863399615803456,rhh,1,0.7,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-17.641607835449395,-14.08121698892385,-11.910755266467872,-17.019020545209404,-12.367564670643578,-14.60403306133882,2.348952866451934,9,4
10,1.5941214561462402,0.07213482756421832,0.0864527702331543,0.10324550111981612,rhh,1,0.9,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-17.686102157240843,-14.43434581124025,-12.028085677951964,-17.50028457076186,-13.168184705341393,-14.96340058450726,2.2789320665808606,11,4
11,1.2745850086212158,0.04354110743627162,0.3932328701019287,0.3950356506711657,rhh,1,0.9,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-18.66314043883248,-18.756392053821813,-15.30835298619052,-19.033526987994193,-14.68091172051926,-17.288464837471654,1.8873241074058673,15,4
12,1.6282690048217774,0.08673100087502197,0.008276605606079101,0.0013332787545982149,rhh,2,0.7,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-17.103816529119975,-11.475041324996168,-8.280405527626485,-13.67243505787696,-8.162244562774955,-11.738788600478909,3.3865663039385225,1,4
13,1.5008012294769286,0.03271535258754531,0.029707860946655274,0.02017190677789657,rhh,2,0.7,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-16.95882473925156,-12.034844722035697,-9.256199164620906,-14.541261946130597,-9.41611357856869,-12.441448830121491,2.9758930069182425,4,4
14,1.6033293724060058,0.08331649561250656,0.0746161937713623,0.05546382925049034,rhh,2,0.9,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-16.89364239340324,-12.47235823672778,-8.79800496675169,-14.04782967537255,-8.780588622749486,-12.198484779000948,3.1236153837851433,3,4
15,1.2801180362701416,0.03989302270308987,0.2926939010620117,0.12906622125566067,rhh,2,0.9,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-17.876764360461973,-16.134562697404405,-12.827476421117225,-18.26382427219225,-13.804939966704172,-15.781513543576006,2.159155606700732,14,4
0,1.7601903915405273,0.04151274121986328,0.0035958290100097656,0.0008834445431741254,grow,1,0.7,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-15.645733564934304,-11.630535360458294,-12.045536165382462,-15.667410808630144,-10.592775394232484,-13.116398258727537,2.127364973792855,6,5
1,1.4703707695007324,0.03143177981541235,0.016943359375,0.0027614219737168108,grow,1,0.7,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-16.982458985266632,-14.082608160006117,-13.560063115173723,-17.417961462904152,-12.484473672015675,-14.905513079073259,1.9480729503987155,10,5
2,1.5812774658203126,0.057904526823825304,0.10393943786621093,0.017049745840116558,grow,1,0.9,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-17.580538279295883,-14.546658584942614,-14.517367267445048,-18.395432789000804,-12.322320814245431,-15.472463546985955,2.2217313624443134,13,5
3,1.2428489685058595,0.06611228614807031,0.2552602767944336,0.22825284616336075,grow,1,0.9,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-18.831001401679714,-17.04655807442541,-15.938898150401139,-19.99925527830256,-15.298169264660439,-17.42277643389385,1.759473298084489,16,5
4,1.6479782581329345,0.10163453297648978,0.0036316394805908205,0.0005178540538142466,grow,2,0.7,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-15.061145075928236,-10.054886916758635,-10.530860160760376,-12.875672067624729,-8.070681077558739,-11.318649059726143,2.4165098466561323,2,5
5,1.4030579566955566,0.06814994714159223,0.02459416389465332,0.007058666436609241,grow,2,0.7,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-14.807103945561844,-11.556044252015587,-10.830620155080316,-13.90704487637082,-9.887250963906915,-12.197612838587096,1.862774971336788,3,5
6,1.5311211585998534,0.03801888223536353,0.047117424011230466,0.026109826289014218,grow,2,0.9,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-15.800109222696616,-12.912386756647466,-12.293061196615321,-15.902801017286953,-10.250375159730508,-13.431746670595373,2.1634562524585794,8,5
7,1.2612464904785157,0.059150517505399236,0.3448244571685791,0.06949398098216349,grow,2,0.9,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-17.243009145385155,-14.649087043082758,-13.801776570637804,-17.662851871115265,-12.784256859006497,-15.228196297845495,1.9146748715589401,12,5
8,1.739321756362915,0.16834687224907927,0.005972528457641601,0.001577550023528989,rhh,1,0.7,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-15.987599918115714,-12.139544915928894,-12.085614412009727,-15.715547041978828,-10.697961601696598,-13.325253577945952,2.128232332269351,7,5
9,1.5018278121948243,0.07478969062941193,0.01281290054321289,0.006438022070589734,rhh,1,0.7,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-16.71992569425732,-13.652994002707441,-13.248681374194481,-17.05848440330349,-12.107373499363781,-14.557491794765303,1.9730821083740264,9,5
10,1.5709604740142822,0.03674429495115099,0.08760175704956055,0.0885206760705126,rhh,1,0.9,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-17.213044516704414,-14.210799280800805,-13.637493210313034,-17.304198568194778,-13.156538662597331,-15.104414847722072,1.7905304801699562,11,5
11,1.2632959365844727,0.03983463495157213,0.3974116802215576,0.20740622685665716,rhh,1,0.9,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-18.172927548657345,-16.838019169488653,-15.296862806486454,-19.849307575205152,-15.401308037486102,-17.11168502746474,1.7271175435453534,15,5
12,1.6691949844360352,0.08595571710742803,0.006819343566894532,0.001920202677625929,rhh,2,0.7,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-15.151747869290103,-9.721478267462922,-10.50536657696978,-12.707062195772883,-7.9948172044213885,-11.216094422783417,2.4830622783648115,1,5
13,1.3869332790374755,0.06410979720339023,0.020737171173095703,0.006747880555343294,rhh,2,0.7,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-15.538665614060397,-10.952815759926459,-11.206708313041945,-14.485719999424242,-9.383138715359932,-12.313409680362595,2.314463204341318,4,5
14,1.5782931804656983,0.061033000001891886,0.07995147705078125,0.04926663639491769,rhh,2,0.9,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-15.487846467452892,-11.193253388122427,-11.468537065520087,-14.415667033274474,-9.332639618641345,-12.379588714602246,2.2506970735951795,5,5
15,1.3412816047668457,0.0564783036786729,0.41841397285461424,0.18210341428650764,rhh,2,0.9,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-17.095559387686023,-14.37028112508147,-14.023244952176562,-18.373671469966503,-13.590066211791216,-15.490564629340355,1.892525805837044,14,5
0,1.7707532405853272,0.15799326380661946,0.006049108505249023,0.004071242021822427,grow,1,0.7,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-17.25588054522646,-11.31724075902581,-12.406016932891397,-15.716467224109094,-11.4042458450766,-13.619970261265872,2.420777711425679,7,6
1,1.3279844760894775,0.045785609716573764,0.016605854034423828,0.0014834830012223248,grow,1,0.7,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-18.04274214541137,-13.413650390802932,-14.390758784874254,-16.906723637539958,-12.759407173652797,-15.102656426456264,2.0371116433930903,10,6
2,1.6073971748352052,0.07344418525286464,0.1857248306274414,0.1461113834843531,grow,1,0.9,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-18.506286204086315,-14.986499802628224,-14.88780859732336,-17.345945586970373,-13.953934086278192,-15.936094855457293,1.7042980262816718,14,6
