,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_initializer,param_ms_lower,param_p_xo,param_tournament_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,outer_fold
3,1.570478916168213,0.19959829149468744,0.34669132232666017,0.24745748450227315,grow,1,0.9,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-19.576073835647524,-16.338064003814377,-16.483752743748042,-19.40054875912387,-15.669446676882679,-17.493577203843294,1.6526185953911157,15,6
4,1.8557239055633545,0.07637230493682576,0.010282516479492188,0.01078063485710949,grow,2,0.7,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-16.811097821393677,-9.822168883285538,-10.361057268817055,-12.762741338708953,-8.46443448063836,-11.644299958568718,2.9334324328386887,2,6
5,1.3436655521392822,0.03489599100685188,0.013556146621704101,0.006804942868534576,grow,2,0.7,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-16.211369790452007,-10.975811427706578,-11.680139175699493,-14.635151717686558,-9.984435852918214,-12.697381592892569,2.3435753312480263,5,6
6,1.631881046295166,0.14137663144913176,0.05362687110900879,0.04274444272192771,grow,2,0.9,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-17.11079806443065,-11.092794705235683,-13.18556989416384,-15.148431087659665,-11.528183720754578,-13.613155494448884,2.257110096780122,6,6
7,1.4881072521209717,0.11597353708639621,0.3550594329833984,0.08145330421224548,grow,2,0.9,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-18.2040320657931,-13.503297640236337,-14.630164669092318,-17.14119437199402,-13.06497762190529,-15.308733273804213,2.0246066963712703,12,6
8,1.6546635627746582,0.06207239266943969,0.008090734481811523,0.007322575130480385,rhh,1,0.7,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-17.332141619435706,-12.11878275723737,-12.707266400934603,-15.901315534161101,-10.949863914421723,-13.8018740452381,2.409787031081093,8,6
9,1.4730055809020997,0.0930324013959226,0.012704086303710938,0.002464138438872157,rhh,1,0.7,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-17.879798452641307,-13.000719621985773,-13.972050429556857,-16.564355510003082,-12.367564670643578,-14.756897736966119,2.117945790174154,9,6
10,1.7980144500732422,0.12127990153497946,0.1056826114654541,0.08228765268320694,rhh,1,0.9,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-18.201545976354133,-13.929641002573913,-14.475661437827961,-17.021871409250966,-12.665315056228119,-15.258806976447019,2.04324783013683,11,6
11,1.3817954540252686,0.10943604018906929,0.42200298309326173,0.35496935704633764,rhh,1,0.9,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-19.077270798662703,-18.256680376522645,-16.81553864663126,-18.546804245005283,-15.322968362795526,-17.603852485923483,1.3645640249817328,16,6
12,1.6365164756774901,0.09416871335030083,0.009001922607421876,0.0028851348159475354,rhh,2,0.7,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-17.202098808317675,-9.5420488949961,-9.978242212786236,-13.1289683111344,-8.130116846446771,-11.596295014736237,3.2442730060929286,1,6
13,1.3677380561828614,0.03952969502048454,0.028373289108276366,0.008373610777849183,rhh,2,0.7,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-16.991326460141167,-10.405188721147267,-11.078146977042541,-14.167610749247705,-9.41611357856869,-12.411677297229476,2.786904743856077,4,6
14,1.613489532470703,0.10461682690813019,0.07556385993957519,0.04056828905675476,rhh,2,0.9,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-17.03410802321235,-9.970446558442875,-10.895239946759038,-14.503727839751233,-9.363230458769072,-12.353350565386915,2.942065571517963,3,6
15,1.4020580291748046,0.08436062577538293,0.34520397186279295,0.17923856160314125,rhh,2,0.9,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-18.14552798818799,-15.174515861037483,-14.901720743055165,-17.6874564121542,-13.34803666680618,-15.851451534248204,1.803386656718449,13,6
0,1.5847690105438232,0.04836460720120352,0.0066359519958496095,0.0023662457249859943,grow,1,0.7,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-16.86232352790873,-11.576719140148136,-12.310222524695497,-15.774272084858833,-10.677127830700988,-13.440133021662437,2.43075295896715,7,7
1,1.3524689197540283,0.032535393227122844,0.01796245574951172,0.0029524427445311503,grow,1,0.7,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-17.949528043966403,-13.413650390802932,-13.789392983619361,-17.417961462904152,-12.046402368876464,-14.923387050033863,2.333354623498519,10,7
2,1.7330045223236084,0.0699957862968225,0.11946206092834473,0.026091929328009692,grow,1,0.9,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-18.4434744804576,-13.665185406066422,-14.214593529929248,-17.87590668126492,-12.547369974059022,-15.349306014355443,2.363568050475248,13,7
3,1.3035508632659911,0.05451584147056476,0.4265242576599121,0.22353930599797897,grow,1,0.9,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-19.563847842848432,-16.338064003814377,-16.162292457871462,-20.2183236033691,-14.856935581977469,-17.42789269797617,2.085574264386389,16,7
4,1.575649118423462,0.04563655635974737,0.007110214233398438,0.0016219749117899836,grow,2,0.7,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-16.438220842136648,-9.907092219569929,-10.90543994618165,-13.253948986975754,-8.491840293590725,-11.799308457690941,2.7912117814388386,2,7
5,1.406755018234253,0.1234423553559485,0.015605735778808593,0.007180881245034266,grow,2,0.7,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-15.953338862520743,-10.975811427706578,-11.66339215473386,-14.99766520961997,-9.474635781444439,-12.612968687205118,2.4607301080323625,5,7
6,1.6778988361358642,0.0518217199300066,0.07213854789733887,0.02526282772067401,grow,2,0.9,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-17.02247951604315,-10.534919816911435,-12.79953654456561,-15.551201956633367,-10.039095153000414,-13.189446597430797,2.734713375589201,6,7
7,1.356608772277832,0.032722058365561774,0.3693700313568115,0.08108826692592021,grow,2,0.9,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-18.135783089444384,-13.437223487444216,-14.028966911279339,-17.662851871115265,-12.345611563700059,-15.122087384596654,2.335822882091381,12,7
8,1.580238151550293,0.03161429702548711,0.003798961639404297,0.0007474365644832255,rhh,1,0.7,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-17.172064118593465,-11.77122841024784,-12.452808512734626,-15.978037076182499,-10.52860733501237,-13.580549090554161,2.5497732233329597,8,7
9,1.3643476486206054,0.042790186031136476,0.012584877014160157,0.0030310899266537917,rhh,1,0.7,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-17.773657822798725,-13.000719621985773,-13.465332868204609,-17.05848440330349,-11.679655159108172,-14.595569975080153,2.3870371856800108,9,7
10,1.62766432762146,0.05769561427892614,0.1320432662963867,0.08225195682483726,rhh,1,0.9,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-18.121013096157494,-13.55235910704571,-13.860212486995678,-17.53582843428969,-12.134128206958055,-15.040708266289325,2.356729243834548,11,7
11,1.274500036239624,0.07680245901567556,0.18428897857666016,0.08397266884921639,rhh,1,0.9,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-18.933117114963675,-17.08606596628578,-15.941024952314509,-19.11973668570374,-13.886009330530497,-16.99319080995964,1.952217557715074,15,7
12,1.620979118347168,0.04171995841176236,0.008635520935058594,0.0014081448723246063,rhh,2,0.7,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-16.761109617671504,-9.625235524317082,-10.646177068461903,-13.32222458888658,-8.133764475005972,-11.697702254868608,3.045640917804743,1,7
13,1.346728515625,0.06183369581364034,0.023763418197631836,0.009956757653536763,rhh,2,0.7,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-16.89591031750605,-10.405188721147267,-11.283397456220104,-14.485719999424242,-8.98860820677422,-12.411764940214377,2.8784166715702013,4,7
14,1.7286386489868164,0.07359696751322159,0.12388710975646973,0.07432088008266768,rhh,2,0.9,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-16.823971324159594,-10.027247187937718,-11.443676948517894,-14.30343619817689,-9.033972973703094,-12.326460926499038,2.8650374967377403,3,7
15,1.416880464553833,0.10023450886947963,0.36165652275085447,0.14869693982438528,rhh,2,0.9,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-18.057960864251235,-14.359534042540902,-14.256813697154307,-18.348100246834303,-13.1512197487017,-15.63472571989649,2.1413559794506636,14,7
0,1.5647701263427733,0.041119936176776735,0.0056365013122558595,0.0011912753677900993,grow,1,0.7,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-16.62389278944573,-11.473573684355525,-12.77464160864417,-16.147338255064057,-11.315540258038512,-13.666997319109598,2.2817571407415325,7,8
1,1.5246333599090576,0.05497909286161628,0.021517229080200196,0.003949407717699626,grow,1,0.7,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-17.397778529275158,-13.413650390802932,-14.310550492557441,-17.36813238112067,-12.759407173652797,-15.049903793481798,1.9675895317030354,10,8
2,1.739724826812744,0.07294042215668683,0.11875252723693848,0.009224348565172007,grow,1,0.9,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-17.801038309790925,-14.831441746328029,-14.744077287984306,-17.815387897742486,-13.953934086278192,-15.829175865624787,1.6445500151868435,14,8
3,1.2626801967620849,0.03438361938299526,0.3729243278503418,0.2089993941952899,grow,1,0.9,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-18.781241251593155,-16.338064003814377,-16.737495452557418,-19.899939585694337,-15.669446676882679,-17.485237394108395,1.5926476948767738,16,8
4,1.5782267093658446,0.057076419112199475,0.005757904052734375,0.0011251747048521962,grow,2,0.7,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-16.839127303049864,-9.986487327934439,-11.16742459993395,-13.388876038477015,-7.9422415152821575,-11.864831356935486,3.048527378676535,2,8
5,1.4225028514862061,0.05005696336849539,0.015519237518310547,0.006859389260147697,grow,2,0.7,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-15.901465332558603,-10.975811427706578,-12.074654342602349,-15.028009663546667,-9.984435852918214,-12.792875323866483,2.296260098560007,5,8
6,1.676854133605957,0.08280108779974925,0.07067499160766602,0.033186156374291884,grow,2,0.9,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-16.68867608471574,-11.092794705235683,-12.755258142121402,-15.561251025815903,-10.61951549793867,-13.343499091165478,2.40584359528912,6,8
7,1.329573392868042,0.05037450361765017,0.36148462295532224,0.07750752385385468,grow,2,0.9,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-17.503862263766127,-13.503297640236337,-14.539666390092703,-17.60791325924445,-13.06497762190529,-15.243943435048982,1.947785018732677,12,8
8,1.5953219413757325,0.11030386467435528,0.009807062149047852,0.007554316704856177,rhh,1,0.7,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-16.82821650838768,-11.950084244586224,-13.303904754999134,-16.341146473583308,-10.949863914421723,-13.874643179195616,2.34056561973513,8,8
9,1.35990252494812,0.03674253920675737,0.012206840515136718,0.0030610890757742605,rhh,1,0.7,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-17.254565399024482,-13.000719621985773,-13.962913437132105,-17.019020545209404,-12.367564670643578,-14.720956734799069,2.038262481292526,9,8
10,1.5528475761413574,0.12152182242463722,0.09147768020629883,0.08083818428572274,rhh,1,0.9,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-17.529263643533838,-13.929641002573913,-14.399050988324584,-17.450822357555666,-12.854101184424527,-15.232575835282507,1.91023229140871,11,8
11,1.3200706005096436,0.11699514199697915,0.39283037185668945,0.43832603160978734,rhh,1,0.9,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-18.299219316297716,-17.80628782083058,-15.93961670683043,-19.988072484307963,-14.68091172051926,-17.342821609757188,1.8537312614947572,15,8
12,1.583569383621216,0.04241962918460088,0.008920621871948243,0.0013357969663035625,rhh,2,0.7,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-17.055844484377857,-9.5420488949961,-10.898621857004782,-13.420944589867766,-8.130116846446771,-11.809515334538656,3.1505484604881557,1,8
13,1.4667518615722657,0.08867292086854489,0.028444862365722655,0.014820249081124167,rhh,2,0.7,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-16.614955080832946,-10.405188721147267,-11.639598265708333,-14.541261946130597,-9.41611357856869,-12.523423518477566,2.6734151657598395,4,8
14,1.5021851539611817,0.052296786134734624,0.0624638557434082,0.025830963172175977,rhh,2,0.9,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-16.023088951767644,-10.171252790903589,-11.643788695482002,-14.509232925430172,-9.363230458769072,-12.342118764470497,2.5424407487566403,3,8
15,1.197555923461914,0.06167050703484369,0.2010683536529541,0.10219399468600963,rhh,2,0.9,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-17.489111540105057,-14.297317532002745,-15.090675011329933,-18.160912659222646,-13.715145390262943,-15.750632426584664,1.7619668484843405,13,8
0,1.5735565662384032,0.06280279005995838,0.005808353424072266,0.0011749785236931589,grow,1,0.7,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-17.115126620971516,-10.465247738034535,-12.928483145158115,-15.899036373478989,-11.315540258038512,-13.544686827136335,2.5738200642413953,7,9
1,1.334925079345703,0.038524871973691865,0.018322086334228514,0.0013157058777239583,grow,1,0.7,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-17.819333604947836,-12.089468551015043,-14.467415815818004,-17.185735061343326,-12.759407173652797,-14.8642720413554,2.298219518794249,10,9
2,1.4399839401245118,0.0480354097321292,0.09461784362792969,0.018020884650492307,grow,1,0.9,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-18.244876187277253,-13.568651723709117,-14.900898178606539,-17.65314241877029,-13.627386744003381,-15.598991050473312,1.985803665113126,13,9
3,1.1759257316589355,0.041663466385490754,0.35037741661071775,0.19429538305922378,grow,1,0.9,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-19.255561906211593,-15.064913258458937,-16.89632364256043,-19.81578163474424,-15.669446676882679,-17.340405423771575,1.8953885139827555,15,9
4,1.552664613723755,0.07722704909677966,0.004601192474365234,0.0016266220208753298,grow,2,0.7,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-17.07953414772939,-8.535816723707416,-11.309568418090302,-12.464315573280617,-7.9422415152821575,-11.466295275617977,3.272177192841017,1,9
5,1.342387819290161,0.04042608607722437,0.01509871482849121,0.0090594828150442,grow,2,0.7,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-16.19999781572596,-9.642648132503293,-12.221552149516649,-14.707368686916505,-9.984435852918214,-12.551200527516125,2.5736902985586965,5,9
6,1.4390904903411865,0.031247248919730325,0.02173457145690918,0.008565560115891374,grow,2,0.9,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-17.01117650378992,-9.217836480657981,-13.434731117760013,-15.501774951512115,-11.528183720754578,-13.338740554894922,2.7725325688460174,6,9
7,1.1923261642456056,0.07448731812958793,0.2953916549682617,0.11475318724612574,grow,2,0.9,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-17.963172885035103,-12.158151765499246,-14.689493169553382,-17.437332012142125,-13.06497762190529,-15.062625490827028,2.307301393703465,12,9
8,1.7386368751525878,0.20013249176572148,0.008351421356201172,0.009085604105795956,rhh,1,0.7,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-17.197909607123325,-10.54369881362655,-13.06269985044106,-16.10670396647942,-10.949863914421723,-13.572175230418415,2.678713754480333,8,9
9,1.565141534805298,0.12891944107707157,0.013751077651977538,0.002630955964007114,rhh,1,0.7,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-17.67983648942232,-11.653265181652475,-14.114860255274102,-16.82022830474534,-12.367564670643578,-14.527150980347562,2.3786822313954006,9,9
10,1.5147600650787354,0.12839174481870777,0.09269895553588867,0.07916927630943119,rhh,1,0.9,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-17.961695808518797,-12.59414105335481,-14.510188085422412,-17.30675088262698,-12.854101184424527,-15.045375402869505,2.2233039275039923,11,9
11,1.198854637145996,0.05374729282899629,0.5426258087158203,0.4932812868007603,rhh,1,0.9,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-18.99319692438788,-16.6548514532694,-16.100283875697794,-18.919340427326247,-16.147239633016515,-17.362982462739566,1.31557874573993,16,9
12,1.7348947048187255,0.09997055576859275,0.01099696159362793,0.0024643303188347787,rhh,2,0.7,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-17.235596844589704,-8.398682145297323,-11.030006583851312,-12.94006990341613,-8.130116846446771,-11.546894464720248,3.3512700801937134,2,9
13,1.4158445835113525,0.054517699193514,0.026087522506713867,0.008908525716649945,rhh,2,0.7,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-16.943651395147864,-9.074753747753268,-11.78251687643723,-14.181098478581989,-9.41611357856869,-12.279626815297807,2.9694025491680103,4,9
14,1.4757452487945557,0.03462380533696597,0.08230314254760743,0.024350156943262986,rhh,2,0.9,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-16.908958577507196,-8.863979430969607,-11.866756175922713,-14.144803165185383,-9.264970765226987,-12.209893622962378,3.0268974911406845,3,9
15,1.2107650279998778,0.08417394535947571,0.2928596496582031,0.1468165981979549,rhh,2,0.9,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-17.91682873810285,-13.002197300011726,-15.371713016545874,-18.021707672278378,-13.891797855360087,-15.640848916459783,2.0465907584871412,14,9
0,1.6018508434295655,0.10458886715591484,0.006190204620361328,0.0007384588126839933,grow,1,0.7,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-16.74250506508795,-11.473573684355525,-12.41010461250813,-16.147338255064057,-11.315540258038512,-13.617812375010834,2.346017053986654,7,10
1,1.3161481857299804,0.07172796707644195,0.01698412895202637,0.00274789252657045,grow,1,0.7,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-17.40124059501658,-13.413650390802932,-13.996547780546967,-17.36813238112067,-12.759407173652797,-14.987795664227992,1.9958426938720957,10,10
2,1.4613327503204345,0.0549437554750602,0.08775482177734376,0.020058697042054274,grow,1,0.9,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-17.804956654089853,-14.831441746328029,-14.445912304552678,-17.815387897742486,-13.627386744003381,-15.705017069343285,1.7622960997185197,14,10
3,1.1740517616271973,0.03101727473655309,0.3668666839599609,0.20755344874842518,grow,1,0.9,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-18.787121301088817,-16.338064003814377,-16.51117754374373,-19.899939585694337,-15.669446676882679,-17.44114982224479,1.6172733299967943,16,10
4,1.6532005310058593,0.05839370034973262,0.005905580520629883,0.0020090981553167976,grow,2,0.7,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-16.841734148713222,-9.822168883285538,-10.640738753852993,-13.388876038477015,-7.9422415152821575,-11.727151867922185,3.100163838563572,2,10
5,1.367740535736084,0.05136582520094971,0.014731264114379883,0.007370155974855453,grow,2,0.7,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-15.904279349260008,-10.975811427706578,-11.634414736083379,-15.028009663546667,-9.984435852918214,-12.705390205902969,2.331071714661818,5,10
6,1.424631690979004,0.047185739802319084,0.062446212768554686,0.04651116138580354,grow,2,0.9,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-16.6553830325201,-10.876149557119485,-12.91553332350518,-15.561251025815903,-10.61951549793867,-13.325566487379865,2.432136757292671,6,10
7,1.2230238914489746,0.07567560150058243,0.3362571239471436,0.11361423328348612,grow,2,0.9,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-17.523422634338733,-13.503297640236337,-14.221638923578997,-18.295977144045235,-13.06497762190529,-15.321862792820918,2.1588619391376507,12,10
8,1.6972007751464844,0.08383654486075373,0.00717315673828125,0.006813140397434855,rhh,1,0.7,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-16.83137096031698,-11.950084244586224,-12.491687658263055,-16.341146473583308,-10.949863914421723,-13.712830650234258,2.4027396036004345,8,10
9,1.3274875640869142,0.0729980518712184,0.01192169189453125,0.00243818848405726,rhh,1,0.7,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-17.269997398231332,-13.000719621985773,-13.624353008480638,-17.019020545209404,-12.367564670643578,-14.656331048910143,2.0716193110063212,9,10
10,1.4712488174438476,0.04814057313963066,0.08422188758850098,0.07814575116221964,rhh,1,0.9,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-17.532851092666824,-13.929641002573913,-14.069398980572512,-17.450822357555666,-12.89407475504746,-15.175357637683273,1.9346690238130042,11,10
11,1.2176795482635498,0.041250055615259254,0.4306789398193359,0.37494972514427255,rhh,1,0.9,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-18.522201949973308,-17.80628782083058,-15.81514672112863,-19.988072484307963,-14.68091172051926,-17.362524139351947,1.8984575307556109,15,10
12,1.6011210918426513,0.05935602152178613,0.010271406173706055,0.0021125830212120602,rhh,2,0.7,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-17.05799072596128,-9.652068956245582,-10.196723892510729,-13.420944589867766,-8.130116846446771,-11.691569002206426,3.18958573603556,1,10
13,1.4362303256988525,0.08422368265544296,0.02810215950012207,0.01430796603715018,rhh,2,0.7,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-16.629274940137265,-10.405188721147267,-11.160831069205429,-14.541261946130597,-9.41611357856869,-12.43053405103785,2.716081642850337,4,10
14,1.5298866748809814,0.11917764228828424,0.061345386505126956,0.02508323038865899,rhh,2,0.9,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-16.672177039500696,-10.19079443461628,-10.989634062060588,-14.524262962216302,-9.25981868382725,-12.327337436444221,2.8095569243647995,3,10
15,1.167977237701416,0.04627291996900274,0.33922629356384276,0.13256522658061132,rhh,2,0.9,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-17.49498985561188,-14.297317532002745,-14.463977769279142,-18.30449761546513,-13.891797855360087,-15.690516125543795,1.8313825787138538,13,10
0,1.5827462673187256,0.08762890056048768,0.005509185791015625,0.001792640256462592,grow,1,0.7,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-17.057834482319695,-12.040874454844312,-12.329777156840892,-15.776182484103545,-11.315540258038512,-13.70404176722939,2.276021129694542,7,11
1,1.3051185607910156,0.06812777434105843,0.016261720657348634,0.0011450432431523872,grow,1,0.7,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-17.919697087194912,-13.910240419811355,-13.818956147428397,-17.36813238112067,-12.759407173652797,-15.155286641841627,2.0791733495600178,10,11
2,1.4576744556427002,0.07274505670211971,0.08849992752075195,0.022681589520214544,grow,1,0.9,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-18.353835625946854,-15.248572230928449,-14.247270587002529,-17.815387897742486,-13.284516245813219,-15.789916517486708,1.9812145836174626,13,11
3,1.196343755722046,0.06358419195650328,0.4049091815948486,0.22211239426216106,grow,1,0.9,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-19.37756426819922,-16.84460433021775,-16.204904427510726,-20.11056622718389,-15.669446676882679,-17.641417185998854,1.771894522813305,16,11
4,1.5175469398498536,0.09763327623272493,0.005704498291015625,0.0019907728102568634,grow,2,0.7,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-17.110394648194255,-10.322695531245472,-10.888232199841978,-13.388876038477015,-7.74972550664848,-11.89198478488144,3.1654694712876057,1,11
5,1.358923578262329,0.062199706799383324,0.014199447631835938,0.00793508415868003,grow,2,0.7,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-16.250016180523875,-11.43505515206104,-11.671042700450855,-15.028009663546667,-9.984435852918214,-12.873711909900129,2.362392514671559,5,11
6,1.4650690078735351,0.052633275942603704,0.06606082916259766,0.047027985412811196,grow,2,0.9,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-17.145708340435316,-11.328560004243297,-12.820691314387123,-15.561251025815903,-10.61951549793867,-13.495145236564062,2.490527259977016,6,11
