StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,0,82.76460266113281,0.0029993057250976562,36.0,82.7102279663086,3,0.0,774.5069,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,1,82.94123077392578,0.0,44.0,82.88689422607422,3,0.0,1.3191208,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,2,82.48657989501953,0.0003368854522705078,44.0,82.43215942382812,3,0.0,1.3691974,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,3,78.9823989868164,0.0010080337524414062,44.0,78.39680480957031,3,0.0,2.4119055,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,4,78.9823989868164,0.001378774642944336,36.0,78.39680480957031,3,0.0,3.2694075,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,5,22.150087356567383,0.0,42.0,21.154983520507812,5,0.0,19.516039,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,6,19.053739547729492,0.0,38.0,17.353113174438477,5,0.0,25.726875,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,7,19.053739547729492,0.0,36.0,17.353113174438477,5,0.0,19.507402,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,8,18.198144912719727,0.0,46.0,16.39838981628418,7,0.0,21.306187,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,9,48.95820999145508,0.0,38.0,44.51804733276367,7,0.0,10.403769,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,10,78.9823989868164,0.0,30.0,78.39680480957031,3,0.0,3.2484305,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,11,78.9823989868164,0.0,34.0,78.39680480957031,3,0.0,1.9759598,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,12,78.9823989868164,0.0,30.0,78.39680480957031,3,0.0,7.6293945e-06,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,13,78.9823989868164,0.011499404907226562,42.0,78.39680480957031,3,0.0,3.8397644,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,14,78.30641174316406,0.0010008811950683594,38.0,77.72055053710938,7,0.0,3.614551,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,15,78.30641174316406,0.0007741451263427734,42.0,77.72055053710938,7,0.0,0.30977628,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,16,77.63042449951172,0.0,54.0,77.04430389404297,11,0.0,1050.9608,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,17,77.63042449951172,0.0,50.0,77.04430389404297,11,0.0,1.6027744,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,18,76.95445251464844,0.0,78.0,76.3680648803711,15,0.0,2.0673196,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,19,76.95445251464844,0.0,90.0,76.3680648803711,15,0.0,0.8139907,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,20,76.27848815917969,0.013698577880859375,114.0,75.69182586669922,19,0.0,2.2927415,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,21,75.60253143310547,0.0019981861114501953,122.0,75.01559448242188,23,0.0,3.3657339,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,22,75.60253143310547,0.0020008087158203125,154.0,75.01559448242188,23,0.0,2.3396149,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,23,75.60253143310547,0.0010006427764892578,138.0,75.01559448242188,23,0.0,1.0049021,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,24,75.60253143310547,0.0009992122650146484,158.0,75.01559448242188,23,0.0,1.0384434,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,25,75.60253143310547,0.001001596450805664,166.0,75.01559448242188,23,0.0,3.6843755,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,26,75.60253143310547,0.0027348995208740234,186.0,75.01559448242188,23,0.0,0.63770235,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,27,75.60253143310547,0.003999471664428711,210.0,75.01559448242188,23,0.0,2.8142316,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,28,75.60253143310547,0.0019998550415039062,218.0,75.01559448242188,23,0.0,0.3097623,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,29,75.60253143310547,0.0033075809478759766,230.0,75.01559448242188,23,0.0,1.8915205,2
StandardGP,223cb704-2f0d-11f0-abb9-d2a50f390548,sustavianfeed,2,30,75.60253143310547,0.00402379035949707,214.0,75.01559448242188,23,0.0,143.42982,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,0,82.76460266113281,0.042670249938964844,36.0,82.7102279663086,3,0.0,774.5069,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,1,82.94123077392578,0.0020444393157958984,44.0,82.88689422607422,3,0.0,1.3191208,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,2,82.48657989501953,0.0013430118560791016,44.0,82.43215942382812,3,0.0,1.3691974,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,3,78.9823989868164,0.0010581016540527344,44.0,78.39680480957031,3,0.0,2.4119055,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,4,78.9823989868164,0.0020096302032470703,36.0,78.39680480957031,3,0.0,3.2694075,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,5,22.150087356567383,0.0023467540740966797,42.0,21.154983520507812,5,0.0,19.516039,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,6,19.053739547729492,0.0004906654357910156,38.0,17.353113174438477,5,0.0,25.726875,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,7,19.053739547729492,0.0009987354278564453,36.0,17.353113174438477,5,0.0,19.507402,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,8,18.198144912719727,0.001150369644165039,46.0,16.39838981628418,7,0.0,21.306187,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,9,48.95820999145508,0.0,38.0,44.51804733276367,7,0.0,10.403769,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,10,78.9823989868164,0.002794981002807617,30.0,78.39680480957031,3,0.0,3.2484305,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,11,78.9823989868164,0.0011892318725585938,34.0,78.39680480957031,3,0.0,1.9759598,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,12,78.9823989868164,0.0010256767272949219,30.0,78.39680480957031,3,0.0,7.6293945e-06,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,13,78.9823989868164,0.0,42.0,78.39680480957031,3,0.0,3.8397644,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,14,78.30641174316406,0.0032994747161865234,38.0,77.72055053710938,7,0.0,3.614551,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,15,78.30641174316406,0.0,42.0,77.72055053710938,7,0.0,0.30977628,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,16,77.63042449951172,0.0,54.0,77.04430389404297,11,0.0,1050.9608,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,17,77.63042449951172,0.0,50.0,77.04430389404297,11,0.0,1.6027744,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,18,76.95445251464844,0.0,78.0,76.3680648803711,15,0.0,2.0673196,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,19,76.95445251464844,0.0,90.0,76.3680648803711,15,0.0,0.8139907,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,20,76.27848815917969,0.0,114.0,75.69182586669922,19,0.0,2.2927415,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,21,75.60253143310547,0.0,122.0,75.01559448242188,23,0.0,3.3657339,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,22,75.60253143310547,0.013438701629638672,154.0,75.01559448242188,23,0.0,2.3396149,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,23,75.60253143310547,0.0011904239654541016,138.0,75.01559448242188,23,0.0,1.0049021,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,24,75.60253143310547,0.0,158.0,75.01559448242188,23,0.0,1.0384434,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,25,75.60253143310547,0.0,166.0,75.01559448242188,23,0.0,3.6843755,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,26,75.60253143310547,0.0,186.0,75.01559448242188,23,0.0,0.63770235,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,27,75.60253143310547,0.0,210.0,75.01559448242188,23,0.0,2.8142316,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,28,75.60253143310547,0.0,218.0,75.01559448242188,23,0.0,0.3097623,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,29,75.60253143310547,0.016798019409179688,230.0,75.01559448242188,23,0.0,1.8915205,2
StandardGP,e442f546-301b-11f0-8dd7-d2a50f390548,sustavianfeed,2,30,75.60253143310547,0.0,214.0,75.01559448242188,23,0.0,143.42982,2
