,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_initializer,param_max_depth,param_p_xo,param_tournament_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,outer_fold
16,0.23449969291687012,0.015833407210156355,0.0010547637939453125,9.644118463056001e-05,rhh,6,0.9,5,"{'initializer': 'rhh', 'max_depth': 6, 'p_xo': 0.9, 'tournament_size': 5}",-18.841514907720768,-11.752875469734212,-12.410614989448101,-13.020197130682988,-10.91407623907534,-13.387855747332281,2.8151488826903055,21,1
17,0.29032416343688966,0.020387909857938126,0.0010931968688964843,0.00018297611823543918,rhh,6,0.9,7,"{'initializer': 'rhh', 'max_depth': 6, 'p_xo': 0.9, 'tournament_size': 7}",-16.73013475039236,-9.482009024508756,-10.570626315324676,-11.187236229719257,-10.571876189760115,-11.708376501941032,2.5703098521587378,15,1
18,0.3160999774932861,0.03923036061803763,0.001263904571533203,0.000526645160459757,rhh,10,0.7,3,"{'initializer': 'rhh', 'max_depth': 10, 'p_xo': 0.7, 'tournament_size': 3}",-3.993069422787431,-13.151003267506825,-9.923198447992931,-10.635247146395812,-3.9338225116068544,-8.32726815925797,3.72101664151644,9,1
19,0.39604616165161133,0.12533926402629436,0.0009967327117919923,0.000624333574729092,rhh,10,0.7,5,"{'initializer': 'rhh', 'max_depth': 10, 'p_xo': 0.7, 'tournament_size': 5}",-9.078218185415242,-4.752740951242394,-7.645271128482957,-12.094377105684307,-3.877966268663351,-7.489714727897651,2.97611186041762,8,1
20,0.3433214664459229,0.0723804991986171,0.001204061508178711,0.000230773391262067,rhh,10,0.7,7,"{'initializer': 'rhh', 'max_depth': 10, 'p_xo': 0.7, 'tournament_size': 7}",-3.0195570351039516,-7.768107386210165,-3.281484107890854,-7.99170730871391,-27.738227626504496,-9.959816692884676,9.1380114881837,12,1
21,0.28411250114440917,0.02852760524951582,0.001084280014038086,0.0006681222419269168,rhh,10,0.9,3,"{'initializer': 'rhh', 'max_depth': 10, 'p_xo': 0.9, 'tournament_size': 3}",-5.1333092550440815,-13.168754913336011,-4.594394448891589,-6.616201274735932,-6.8460510853964625,-7.271742195480814,3.070074663959596,7,1
22,0.2715336322784424,0.033242590334222326,0.001009368896484375,2.5264990827077534e-05,rhh,10,0.9,5,"{'initializer': 'rhh', 'max_depth': 10, 'p_xo': 0.9, 'tournament_size': 5}",-18.841514907720768,-11.752875469734212,-12.410614989448101,-13.020197130682988,-10.91407623907534,-13.387855747332281,2.8151488826903055,21,1
23,0.3366860389709473,0.07245117506713285,0.0008237361907958984,0.00041419772948447694,rhh,10,0.9,7,"{'initializer': 'rhh', 'max_depth': 10, 'p_xo': 0.9, 'tournament_size': 7}",-16.73013475039236,-9.340511177073818,-10.570626315324676,-11.187236229719257,-10.571876189760115,-11.680076932454046,2.59532400306767,14,1
0,0.34523682594299315,0.04558902514233534,0.0013427734375,0.000366431811650465,grow,6,0.7,3,"{'initializer': 'grow', 'max_depth': 6, 'p_xo': 0.7, 'tournament_size': 3}",-3.704934906069935,-6.135063068460364,-11.199280099902651,-9.370352185815356,-9.382582244616026,-7.9584425009728665,2.6811091259036637,8,2
1,0.3461918354034424,0.03565416771558426,0.0012461185455322266,0.000387620911238627,grow,6,0.7,5,"{'initializer': 'grow', 'max_depth': 6, 'p_xo': 0.7, 'tournament_size': 5}",-5.352580448500489,-7.811240769924435,-11.843729727365266,-11.8483037784242,-26.28040689421763,-12.627252323686406,7.262838513962972,22,2
2,0.31969738006591797,0.04370199286741978,0.001270151138305664,0.00038140274294222036,grow,6,0.7,7,"{'initializer': 'grow', 'max_depth': 6, 'p_xo': 0.7, 'tournament_size': 7}",-12.110698888324297,-7.814413482985277,-8.255075515640952,-13.481283903953031,-7.756401490789056,-9.883574656338524,2.4232992907962574,12,2
3,0.3092782020568848,0.07467359371404401,0.001182889938354492,0.00041139128518360085,grow,6,0.9,3,"{'initializer': 'grow', 'max_depth': 6, 'p_xo': 0.9, 'tournament_size': 3}",-15.782610231646931,-3.4618560548462827,-6.615000015661197,-4.301244837679463,-13.233815574828432,-8.678905342932461,4.936619295430581,10,2
4,0.24366493225097657,0.023364138203321165,0.0010018348693847656,3.3001816698071056e-06,grow,6,0.9,5,"{'initializer': 'grow', 'max_depth': 6, 'p_xo': 0.9, 'tournament_size': 5}",-18.518491475529068,-8.833440226761397,-10.802541547980466,-12.547495722374668,-9.579090928921595,-12.056211980313439,3.4668859808521404,19,2
5,0.34377164840698243,0.015331877320588081,0.0008899211883544922,0.0004791892121583586,grow,6,0.9,7,"{'initializer': 'grow', 'max_depth': 6, 'p_xo': 0.9, 'tournament_size': 7}",-16.55616606212941,-10.6374323816878,-11.647373915580856,-13.881966254968725,-9.878644256756171,-12.52031657422459,2.426020830197304,21,2
6,0.3113556861877441,0.03203033219010386,0.0008530616760253906,0.00043236992067412287,grow,10,0.7,3,"{'initializer': 'grow', 'max_depth': 10, 'p_xo': 0.7, 'tournament_size': 3}",-3.704934889339951,-3.4618560548462827,-3.037002232164538,-11.62497889024991,-3.2826551978044,-5.022285452881016,3.3085820507348336,1,2
7,0.341731595993042,0.06319927614839146,0.0009151935577392578,0.00017617604340350047,grow,10,0.7,5,"{'initializer': 'grow', 'max_depth': 10, 'p_xo': 0.7, 'tournament_size': 5}",-5.352580448500489,-6.543414024424437,-10.116545774577727,-11.817878845123044,-26.28040689421763,-12.022165197368665,7.50294141948832,18,2
8,0.2867689609527588,0.032641199842289886,0.0008542060852050782,0.00043714298159663054,grow,10,0.7,7,"{'initializer': 'grow', 'max_depth': 10, 'p_xo': 0.7, 'tournament_size': 7}",-12.110698888324297,-9.128466796162973,-8.255075515640952,-13.481283903953031,-7.756401490789056,-10.146385318974064,2.2496804200188025,13,2
9,0.27742786407470704,0.07111707779986891,0.0008833408355712891,0.0004609515035797115,grow,10,0.9,3,"{'initializer': 'grow', 'max_depth': 10, 'p_xo': 0.9, 'tournament_size': 3}",-15.782610231646931,-3.4618560548462827,-6.615000015661197,-4.405618013607271,-3.400797958122659,-6.733176454776867,4.6718311025494925,5,2
10,0.24932537078857422,0.006245925119801232,0.0006589412689208985,0.0005434660676513802,grow,10,0.9,5,"{'initializer': 'grow', 'max_depth': 10, 'p_xo': 0.9, 'tournament_size': 5}",-18.518491475529068,-8.833440226761397,-10.802541547980466,-12.547495722374668,-9.579090928921595,-12.056211980313439,3.4668859808521404,19,2
11,0.4445790767669678,0.02669014183288266,0.0011020183563232421,0.00020610722307398878,grow,10,0.9,7,"{'initializer': 'grow', 'max_depth': 10, 'p_xo': 0.9, 'tournament_size': 7}",-16.523509336022336,-8.66331395230694,-11.193249644207016,-13.202910534308373,-9.402172160476821,-11.797031125464297,2.836764990185939,16,2
12,0.3314405918121338,0.05297564384975763,0.00118560791015625,0.00024143021108545963,rhh,6,0.7,3,"{'initializer': 'rhh', 'max_depth': 6, 'p_xo': 0.7, 'tournament_size': 3}",-3.6630587639164762,-3.391381575623844,-12.103912715334427,-8.307770833578749,-3.3189884704086507,-6.15702247177243,3.5189283488083274,3,2
13,0.40169458389282225,0.0797812382843188,0.0014826297760009766,0.00040638597803682974,rhh,6,0.7,5,"{'initializer': 'rhh', 'max_depth': 6, 'p_xo': 0.7, 'tournament_size': 5}",-9.078218185415242,-6.771869325996877,-3.3619067831545353,-12.562381407093836,-10.93789446669459,-8.542454033671016,3.2297998143518387,9,2
14,0.3370302677154541,0.04970207595686841,0.00092620849609375,0.0004658650570776462,rhh,6,0.7,7,"{'initializer': 'rhh', 'max_depth': 6, 'p_xo': 0.7, 'tournament_size': 7}",-16.31212904093272,-5.932780150359025,-3.037002232164538,-12.031948071229095,-9.956492271893548,-9.454070353315785,4.637005461297502,11,2
15,0.29243836402893064,0.04441603554644016,0.001467752456665039,0.0004045665681691438,rhh,6,0.9,3,"{'initializer': 'rhh', 'max_depth': 6, 'p_xo': 0.9, 'tournament_size': 3}",-3.0195570351039516,-11.607674461968335,-4.770733730458827,-5.333189127282301,-5.20899265088312,-5.988029401139306,2.929496939407444,2,2
16,0.28229560852050783,0.059761205585629265,0.0009536266326904297,0.0005118859308384985,rhh,6,0.9,5,"{'initializer': 'rhh', 'max_depth': 6, 'p_xo': 0.9, 'tournament_size': 5}",-18.841514907720768,-11.607674461968335,-12.258741640190244,-14.674606799947147,-10.536476133300265,-13.583802788625352,2.959069450795697,23,2
17,0.35356802940368653,0.13482510721505211,0.0010190963745117187,3.620779999242034e-05,rhh,6,0.9,7,"{'initializer': 'rhh', 'max_depth': 6, 'p_xo': 0.9, 'tournament_size': 7}",-16.32410561894604,-9.055172813359075,-11.833413403492777,-12.069076700303105,-9.579090928921595,-11.772171893004518,2.569190212747387,15,2
18,0.28977255821228026,0.026095330116253552,0.0010960102081298828,0.0001589254684263207,rhh,10,0.7,3,"{'initializer': 'rhh', 'max_depth': 10, 'p_xo': 0.7, 'tournament_size': 3}",-3.916824385647923,-7.414933454931033,-12.136495891071531,-6.813402593305751,-3.3189884704086507,-6.720128959072977,3.1386225372087235,4,2
19,0.35691542625427247,0.07252900203522038,0.0015365123748779298,0.000387259433969897,rhh,10,0.7,5,"{'initializer': 'rhh', 'max_depth': 10, 'p_xo': 0.7, 'tournament_size': 5}",-9.078218185415242,-4.602577851378237,-3.3619067831545353,-12.562381407093836,-7.434025787109389,-7.407822002830248,3.2741172065534414,7,2
20,0.3464848518371582,0.08868786056851946,0.001013803482055664,0.00022141379811256077,rhh,10,0.7,7,"{'initializer': 'rhh', 'max_depth': 10, 'p_xo': 0.7, 'tournament_size': 7}",-16.31212904093272,-9.985911157272412,-3.037003498050597,-12.031948071229095,-9.956492271893548,-10.264696807875675,4.292012947257127,14,2
21,0.32513012886047366,0.06204996198642809,0.0016058921813964845,0.000734043694384791,rhh,10,0.9,3,"{'initializer': 'rhh', 'max_depth': 10, 'p_xo': 0.9, 'tournament_size': 3}",-5.133309114412538,-11.607674461968335,-6.899652111239093,-7.4472353160324705,-4.003033165084141,-7.018180833747316,2.604052435436075,6,2
22,0.2449937343597412,0.030230047986987058,0.0005397319793701172,0.0004955148584707292,rhh,10,0.9,5,"{'initializer': 'rhh', 'max_depth': 10, 'p_xo': 0.9, 'tournament_size': 5}",-18.841514907720768,-11.607674461968335,-12.258741640190244,-14.674606799947147,-10.536476133300265,-13.583802788625352,2.959069450795697,23,2
23,0.3002188682556152,0.04443524422108544,0.0010416030883789063,0.0005699283186426304,rhh,10,0.9,7,"{'initializer': 'rhh', 'max_depth': 10, 'p_xo': 0.9, 'tournament_size': 7}",-16.32410561894604,-9.94735646820449,-11.83368074877115,-12.069076700303105,-9.579090928921595,-11.950662093029276,2.399679067766571,17,2
0,0.3398434162139893,0.047350061785378594,0.0011368274688720703,0.0007338719585354348,grow,6,0.7,3,"{'initializer': 'grow', 'max_depth': 6, 'p_xo': 0.7, 'tournament_size': 3}",-3.6333597309269523,-5.3076693557669685,-3.137147138158794,-4.184395595287335,-17.642580253682194,-6.781030414764449,5.478545174890896,5,3
1,0.35428595542907715,0.0983291350536626,0.0010962486267089844,0.00015053228738447553,grow,6,0.7,5,"{'initializer': 'grow', 'max_depth': 6, 'p_xo': 0.7, 'tournament_size': 5}",-5.273175248294058,-8.263878577953742,-7.647573833582141,-8.085486832127984,-26.61136959459908,-11.1762968173114,7.791989324429503,19,3
2,0.2912907123565674,0.03751498306141358,0.0004046440124511719,0.0004956223814628907,grow,6,0.7,7,"{'initializer': 'grow', 'max_depth': 6, 'p_xo': 0.7, 'tournament_size': 7}",-10.783597605823712,-5.92511055034353,-10.93513525466017,-13.634425735454261,-4.842941685029417,-9.224242166262218,3.3132620477950248,12,3
3,0.269657039642334,0.050459738672457496,0.0010802745819091797,0.00012834583885609053,grow,6,0.9,3,"{'initializer': 'grow', 'max_depth': 6, 'p_xo': 0.9, 'tournament_size': 3}",-11.637117449445846,-12.153729985753627,-4.263552965771828,-4.184395595287335,-2.740046101681511,-6.99576841958803,4.040462330610687,7,3
4,0.2321547508239746,0.011493067991813223,0.0006609916687011719,0.0005508723384512763,grow,6,0.9,5,"{'initializer': 'grow', 'max_depth': 6, 'p_xo': 0.9, 'tournament_size': 5}",-11.840938706781774,-12.153729985753627,-9.788845303099473,-14.17444323986087,-9.34741889926255,-11.461075226951658,1.7464437489644744,23,3
5,0.33565659523010255,0.01527858975313277,0.0006562709808349609,0.0008655322861294284,grow,6,0.9,7,"{'initializer': 'grow', 'max_depth': 6, 'p_xo': 0.9, 'tournament_size': 7}",-11.392674473192018,-10.333817384298419,-10.8823797349731,-13.591012772710819,-9.961916038742833,-11.232360080783439,1.2753694766118702,20,3
6,0.30983600616455076,0.02682340503419713,0.0010945796966552734,9.898742032022694e-05,grow,10,0.7,3,"{'initializer': 'grow', 'max_depth': 10, 'p_xo': 0.7, 'tournament_size': 3}",-3.6333597309269523,-8.256583503842473,-3.1364887048821974,-4.142566945108682,-17.642580253682194,-7.3623158276885,5.451844874081797,9,3
7,0.34803218841552735,0.09915178717444424,0.0010044574737548828,0.0006357676822118048,grow,10,0.7,5,"{'initializer': 'grow', 'max_depth': 10, 'p_xo': 0.7, 'tournament_size': 5}",-5.125704492912645,-8.263878577953742,-7.647573833582141,-7.7418725389425616,-26.61136959459908,-11.078079807598034,7.842604697827714,18,3
8,0.3185425281524658,0.07441061330018182,0.001132822036743164,0.00023427503108147367,grow,10,0.7,7,"{'initializer': 'grow', 'max_depth': 10, 'p_xo': 0.7, 'tournament_size': 7}",-10.361132448435589,-9.742380415757292,-10.43063364734954,-13.120628212803702,-5.899558494154068,-9.910866643700038,2.319243283621278,13,3
9,0.2804814338684082,0.051100134083104175,0.00082855224609375,0.0004199044747181725,grow,10,0.9,3,"{'initializer': 'grow', 'max_depth': 10, 'p_xo': 0.9, 'tournament_size': 3}",-11.637117449445846,-12.153729985753627,-3.9390491983093967,-4.142566945108682,-2.740046101681511,-6.922501936059814,4.091828734094173,6,3
10,0.23234548568725585,0.007854216834889195,0.0006403446197509766,0.0005271912656196018,grow,10,0.9,5,"{'initializer': 'grow', 'max_depth': 10, 'p_xo': 0.9, 'tournament_size': 5}",-11.840938706781774,-12.153729985753627,-9.788845303099473,-14.17444323986087,-9.34741889926255,-11.461075226951658,1.7464437489644744,23,3
11,0.48351483345031737,0.040605681748699655,0.0011494159698486328,0.0006438609802698551,grow,10,0.9,7,"{'initializer': 'grow', 'max_depth': 10, 'p_xo': 0.9, 'tournament_size': 7}",-11.203831920215045,-10.676717128286521,-10.223874094839024,-13.053022189224238,-9.344067416241296,-10.900302549761225,1.2373961056172842,16,3
12,0.31808156967163087,0.04963160991769282,0.0010903835296630859,0.0006336475044759009,rhh,6,0.7,3,"{'initializer': 'rhh', 'max_depth': 6, 'p_xo': 0.7, 'tournament_size': 3}",-2.9319320603279135,-3.7163378451815627,-8.747476043164378,-12.616207372953884,-25.21005851893771,-10.644402368113088,8.088571689066299,14,3
13,0.3854820251464844,0.08875254666765843,0.0009456157684326171,0.0004995142558228363,rhh,6,0.7,5,"{'initializer': 'rhh', 'max_depth': 6, 'p_xo': 0.7, 'tournament_size': 5}",-12.204875814513555,-6.899963372684746,-3.2704121920158595,-7.533997702374842,-5.15248757720317,-7.012347331758434,2.990259460458211,8,3
14,0.31111841201782225,0.028219092987508028,0.001344156265258789,0.0005864067181054884,rhh,6,0.7,7,"{'initializer': 'rhh', 'max_depth': 6, 'p_xo': 0.7, 'tournament_size': 7}",-3.7690254847351783,-5.096719668560257,-5.227943628957078,-4.420617915508463,-9.354912717527949,-5.573843883057785,1.961176973962433,3,3
15,0.2989497661590576,0.04623754229619354,0.0012388229370117188,0.00045268457195868833,rhh,6,0.9,3,"{'initializer': 'rhh', 'max_depth': 6, 'p_xo': 0.9, 'tournament_size': 3}",-2.9319320603279135,-3.7163378451815627,-3.137147138158794,-12.068346212259705,-3.4027475491900963,-5.051302161023614,3.518365766234049,1,3
